县名,規範碼,舊規範碼,地名分類,緯度,經度,行政區,屬,BEG,END,年代,朝代
鬲國,PL000000022125,CN0371421Z14AA,中研院歷史地名 ,37.3609,116.3933,中國-山東省-德州市-陵縣,青州刺史部,24,220,（24 ~ 220）,东汉
繹幕,PL000000022193,CN0371426Z06AA,中研院歷史地名 ,37.2306,116.3235,中國-山東省-德州市-平原縣,冀州刺史部,24,220,（24 ~ 220）,东汉
安德,PL000000022197,CN0371426Z10AA,中研院歷史地名 ,37.2117,116.643,中國-山東省-德州市-平原縣,青州刺史部,24,220,（24 ~ 220）,东汉
平原,PL000000022212,CN0371426Z25AA,中研院歷史地名 ,37.0736,116.4123,中國-山東省-德州市-平原縣,青州刺史部,24,220,（24 ~ 220）,东汉
鄃縣,PL000000022224,CN0371426Z37AA,中研院歷史地名 ,36.9868,116.3382,中國-山東省-德州市-平原縣,冀州刺史部,24,220,（24 ~ 220）,东汉
重合,PL000000022260,CN0371481Z06AA,中研院歷史地名 ,37.7702,117.1209,中國-山東省-德州市-樂陵市,冀州刺史部,24,220,（24 ~ 220）,东汉
樂陵,PL000000022267,CN0371481Z13AA,中研院歷史地名 ,37.6343,117.2818,中國-山東省-德州市-樂陵市,青州刺史部,24,220,（24 ~ 220）,东汉
般縣,PL000000022277,CN0371481Z23AA,中研院歷史地名 ,37.548,117.0886,中國-山東省-德州市-樂陵市,青州刺史部,24,220,（24 ~ 220）,东汉
聊城,PL000000022319,CN0371502Z20AA,中研院歷史地名 ,36.5292,115.9154,中國-山東省-聊城市-東昌府區,兗州刺史部,24,220,（24 ~ 220）,东汉
樂平,PL000000022322,CN0371502Z23AA,中研院歷史地名 ,36.4444,115.8295,中國-山東省-聊城市-東昌府區,兗州刺史部,24,220,（24 ~ 220）,东汉
東阿,PL000000022350,CN0371521Z11AA,中研院歷史地名 ,36.1663,116.058,中國-山東省-聊城市-陽穀縣,兗州刺史部,24,220,（24 ~ 220）,东汉
陽平,PL000000022383,CN0371522Z15AA,中研院歷史地名 ,36.2369,115.6757,中國-山東省-聊城市-莘縣,兗州刺史部,24,220,（24 ~ 220）,东汉
東武陽,PL000000022386,CN0371522Z18AA,中研院歷史地名 ,36.1996,115.7205,中國-山東省-聊城市-莘縣,兗州刺史部,24,220,（24 ~ 220）,东汉
博平,PL000000022412,CN0371523Z06AA,中研院歷史地名 ,36.7107,116.0553,中國-山東省-聊城市-茌平縣,兗州刺史部,24,220,（24 ~ 220）,东汉
茌平,PL000000022429,CN0371523Z23AA,中研院歷史地名 ,36.3891,116.1717,中國-山東省-聊城市-茌平縣,兗州刺史部,24,220,（24 ~ 220）,东汉
臨邑,PL000000022452,CN0371524Z15AA,中研院歷史地名 ,36.3287,116.2488,中國-山東省-聊城市-東阿縣,兗州刺史部,24,220,（24 ~ 220）,东汉
發干,PL000000022489,CN0371525Z22AA,中研院歷史地名 ,36.4451,115.6592,中國-山東省-聊城市-冠縣,兗州刺史部,24,220,（24 ~ 220）,东汉
高唐,PL000000022499,CN0371526Z04AA,中研院歷史地名 ,36.8921,116.4521,中國-山東省-聊城市-高唐縣,青州刺史部,24,220,（24 ~ 220）,东汉
靈縣,PL000000022520,CN0371526Z25AA,中研院歷史地名 ,36.7254,116.2485,中國-山東省-聊城市-高唐縣,冀州刺史部,24,220,（24 ~ 220）,东汉
甘陵,PL000000022531,CN0371581Z04AA,中研院歷史地名 ,36.8761,115.8011,中國-山東省-聊城市-臨清市,冀州刺史部,24,220,（24 ~ 220）,东汉
貝丘,PL000000022548,CN0371581Z21AA,中研院歷史地名 ,36.7932,115.7469,中國-山東省-聊城市-臨清市,冀州刺史部,24,220,（24 ~ 220）,东汉
厭次,PL000000022618,CN0371622Z11AA,中研院歷史地名 ,37.5479,117.6858,中國-山東省-濱州市-陽信縣,青州刺史部,24,220,（24 ~ 220）,东汉
陽信,PL000000022637,CN0371623Z10AA,中研院歷史地名 ,37.8158,117.6393,中國-山東省-濱州市-無棣縣,冀州刺史部,24,220,（24 ~ 220）,东汉
樂安,PL000000022661,CN0371625Z04AA,中研院歷史地名 ,37.1779,118.1649,中國-山東省-濱州市-博興縣,青州刺史部,24,220,（24 ~ 220）,东汉
利縣,PL000000022673,CN0371625Z16AA,中研院歷史地名 ,37.1245,118.3285,中國-山東省-濱州市-博興縣,青州刺史部,24,220,（24 ~ 220）,东汉
博昌,PL000000022683,CN0371625Z26AA,中研院歷史地名 ,37.0863,118.2084,中國-山東省-濱州市-博興縣,青州刺史部,24,220,（24 ~ 220）,东汉
鄒平,PL000000022694,CN0371626Z04AA,中研院歷史地名 ,37.0551,117.6898,中國-山東省-濱州市-鄒平縣,青州刺史部,24,220,（24 ~ 220）,东汉
東朝陽,PL000000022704,CN0371626Z14AA,中研院歷史地名 ,37.0358,117.4851,中國-山東省-濱州市-鄒平縣,青州刺史部,24,220,（24 ~ 220）,东汉
高菀,PL000000022711,CN0371626Z21AA,中研院歷史地名 ,36.9647,117.8657,中國-山東省-濱州市-鄒平縣,青州刺史部,24,220,（24 ~ 220）,东汉
梁鄒,PL000000022712,CN0371626Z22AA,中研院歷史地名 ,36.9638,117.7797,中國-山東省-濱州市-鄒平縣,青州刺史部,24,220,（24 ~ 220）,东汉
於陵,PL000000022743,CN0371626Z53AA,中研院歷史地名 ,36.7719,117.8208,中國-山東省-濱州市-鄒平縣,青州刺史部,24,220,（24 ~ 220）,东汉
成陽,PL000000022758,CN0371702Z10AA,中研院歷史地名 ,35.4037,115.6822,中國-山東省-菏澤市-牡丹區,兗州刺史部,24,220,（24 ~ 220）,东汉
句陽,PL000000022760,CN0371702Z12AA,中研院歷史地名 ,35.3368,115.4385,中國-山東省-菏澤市-牡丹區,兗州刺史部,24,220,（24 ~ 220）,东汉
冤句,PL000000022796,CN0371721Z08AA,中研院歷史地名 ,35.0166,115.1944,中國-山東省-菏澤市-曹縣,兗州刺史部,24,220,（24 ~ 220）,东汉
薄縣,PL000000022813,CN0371721Z25AA,中研院歷史地名 ,34.7094,115.5883,中國-山東省-菏澤市-曹縣,豫州刺史部,24,220,（24 ~ 220）,东汉
己氏,PL000000022818,CN0371721Z30AA,中研院歷史地名 ,34.6952,115.7481,中國-山東省-菏澤市-曹縣,兗州刺史部,24,220,（24 ~ 220）,东汉
防東,PL000000022826,CN0371722Z02AA,中研院歷史地名 ,34.8501,116.1869,中國-山東省-菏澤市-單縣,兗州刺史部,24,220,（24 ~ 220）,东汉
單父,PL000000022839,CN0371722Z15AA,中研院歷史地名 ,34.797,116.0885,中國-山東省-菏澤市-單縣,兗州刺史部,24,220,（24 ~ 220）,东汉
成武,PL000000022871,CN0371723Z19AA,中研院歷史地名 ,34.9613,115.8844,中國-山東省-菏澤市-成武縣,兗州刺史部,24,220,（24 ~ 220）,东汉
鉅野,PL000000022883,CN0371724Z01AA,中研院歷史地名 ,35.4191,116.1423,中國-山東省-菏澤市-巨野縣,兗州刺史部,24,220,（24 ~ 220）,东汉
乘氏,PL000000022898,CN0371724Z16AA,中研院歷史地名 ,35.284,115.8522,中國-山東省-菏澤市-巨野縣,兗州刺史部,24,220,（24 ~ 220）,东汉
昌邑,PL000000022907,CN0371724Z25AA,中研院歷史地名 ,35.1447,116.1128,中國-山東省-菏澤市-巨野縣,兗州刺史部,24,220,（24 ~ 220）,东汉
廩丘,PL000000022919,CN0371725Z02AA,中研院歷史地名 ,35.6878,115.7319,中國-山東省-菏澤市-鄆城縣,兗州刺史部,24,220,（24 ~ 220）,东汉
鄄城,PL000000022947,CN0371726Z02AA,中研院歷史地名 ,35.6783,115.5236,中國-山東省-菏澤市-鄄城縣,兗州刺史部,24,220,（24 ~ 220）,东汉
定陶,PL000000022983,CN0371727Z02AA,中研院歷史地名 ,35.1057,115.5676,中國-山東省-菏澤市-定陶縣,兗州刺史部,24,220,（24 ~ 220）,东汉
中牟,PL000000023115,CN0410122Z18AA,中研院歷史地名 ,34.7493,114.0787,中國-河南省-鄭州市-中牟縣,司隸校尉部,24,220,（24 ~ 220）,东汉
鞏縣,PL000000023135,CN0410181Z12AA,中研院歷史地名 ,34.7331,112.9151,中國-河南省-鄭州市-鞏義市,司隸校尉部,24,220,（24 ~ 220）,东汉
緱氏,PL000000023149,CN0410181Z26AA,中研院歷史地名 ,34.5912,112.9048,中國-河南省-鄭州市-鞏義市,司隸校尉部,24,220,（24 ~ 220）,东汉
成皋,PL000000023176,CN0410182Z18AA,中研院歷史地名 ,34.8533,113.2015,中國-河南省-鄭州市-滎陽市,司隸校尉部,24,220,（24 ~ 220）,东汉
滎陽,PL000000023178,CN0410182Z20AA,中研院歷史地名 ,34.853,113.4659,中國-河南省-鄭州市-滎陽市,司隸校尉部,24,220,（24 ~ 220）,东汉
京縣,PL000000023200,CN0410182Z42AA,中研院歷史地名 ,34.6868,113.441,中國-河南省-鄭州市-滎陽市,司隸校尉部,24,220,（24 ~ 220）,东汉
密縣,PL000000023223,CN0410183Z12AA,中研院歷史地名 ,34.4541,113.5429,中國-河南省-鄭州市-新密市,司隸校尉部,24,220,（24 ~ 220）,东汉
苑陵,PL000000023232,CN0410184Z04AA,中研院歷史地名 ,34.4645,113.881,中國-河南省-鄭州市-新鄭市,司隸校尉部,24,220,（24 ~ 220）,东汉
新鄭,PL000000023244,CN0410184Z16AA,中研院歷史地名 ,34.3966,113.7282,中國-河南省-鄭州市-新鄭市,司隸校尉部,24,220,（24 ~ 220）,东汉
陽城,PL000000023281,CN0410185Z15AA,中研院歷史地名 ,34.4145,113.1655,中國-河南省-鄭州市-登封市,豫州刺史部,24,220,（24 ~ 220）,东汉
輪氏,PL000000023287,CN0410185Z21AA,中研院歷史地名 ,34.4106,112.7474,中國-河南省-鄭州市-登封市,豫州刺史部,24,220,（24 ~ 220）,东汉
浚儀,PL000000023336,CN0410204Z20AA,中研院歷史地名 ,34.7847,114.3525,中國-河南省-開封市-鼓樓區,兗州刺史部,24,220,（24 ~ 220）,东汉
雍丘,PL000000023363,CN0410221Z13AA,中研院歷史地名 ,34.5527,114.7837,中國-河南省-開封市-杞縣,兗州刺史部,24,220,（24 ~ 220）,东汉
圉縣,PL000000023375,CN0410221Z25AA,中研院歷史地名 ,34.324,114.7075,中國-河南省-開封市-杞縣,兗州刺史部,24,220,（24 ~ 220）,东汉
尉氏,PL000000023394,CN0410223Z12AA,中研院歷史地名 ,34.4127,114.1899,中國-河南省-開封市-尉氏縣,兗州刺史部,24,220,（24 ~ 220）,东汉
小黃,PL000000023430,CN0410224Z04AA,中研院歷史地名 ,34.8081,114.5305,中國-河南省-開封市-開封縣,兗州刺史部,24,220,（24 ~ 220）,东汉
陳留,PL000000023448,CN0410224Z22AA,中研院歷史地名 ,34.6618,114.5337,中國-河南省-開封市-開封縣,兗州刺史部,24,220,（24 ~ 220）,东汉
開封,PL000000023463,CN0410224Z37AA,中研院歷史地名 ,34.5877,114.2854,中國-河南省-開封市-開封縣,司隸校尉部,24,220,（24 ~ 220）,东汉
濟陽,PL000000023477,CN0410225Z05AA,中研院歷史地名 ,34.966,114.9677,中國-河南省-開封市-蘭考縣,兗州刺史部,24,220,（24 ~ 220）,东汉
東昏,PL000000023488,CN0410225Z16AA,中研院歷史地名 ,34.902,114.8235,中國-河南省-開封市-蘭考縣,兗州刺史部,24,220,（24 ~ 220）,东汉
穀城,PL000000023587,CN0410303Z02AA,中研院歷史地名 ,34.696,112.3673,中國-河南省-洛陽市-西工區,司隸校尉部,24,220,（24 ~ 220）,东汉
河南,PL000000023620,CN0410305Z04AA,中研院歷史地名 ,34.6646,112.3918,中國-河南省-洛陽市-澗西區,司隸校尉部,24,220,（24 ~ 220）,东汉
河陽,PL000000023689,CN0410322Z03AA,中研院歷史地名 ,34.9027,112.5997,中國-河南省-洛陽市-孟津縣,司隸校尉部,24,220,（24 ~ 220）,东汉
平陰,PL000000023694,CN0410322Z08AA,中研院歷史地名 ,34.8916,112.4751,中國-河南省-洛陽市-孟津縣,司隸校尉部,24,220,（24 ~ 220）,东汉
陸渾,PL000000023740,CN0410325Z02AA,中研院歷史地名 ,34.2945,112.2116,中國-河南省-洛陽市-嵩縣,司隸校尉部,24,220,（24 ~ 220）,东汉
宜陽,PL000000023774,CN0410327Z05AA,中研院歷史地名 ,34.5126,111.9618,中國-河南省-洛陽市-宜陽縣,司隸校尉部,24,220,（24 ~ 220）,东汉
新城,PL000000023852,CN0410329Z22AA,中研院歷史地名 ,34.3788,112.3761,中國-河南省-洛陽市-伊川縣,司隸校尉部,24,220,（24 ~ 220）,东汉
平縣,PL000000023879,CN0410381Z01AA,中研院歷史地名 ,34.8009,112.6825,中國-河南省-洛陽市-偃師市,司隸校尉部,24,220,（24 ~ 220）,东汉
偃師,PL000000023888,CN0410381Z10AA,中研院歷史地名 ,34.719,112.8145,中國-河南省-洛陽市-偃師市,司隸校尉部,24,220,（24 ~ 220）,东汉
父城,PL000000023929,CN0410421Z13AA,中研院歷史地名 ,33.8199,113.2669,中國-河南省-平頂山市-寶豐縣,豫州刺史部,24,220,（24 ~ 220）,东汉
昆陽,PL000000023943,CN0410422Z10AA,中研院歷史地名 ,33.6225,113.3546,中國-河南省-平頂山市-葉縣,豫州刺史部,24,220,（24 ~ 220）,东汉
葉縣,PL000000023952,CN0410422Z19AA,中研院歷史地名 ,33.4949,113.2975,中國-河南省-平頂山市-葉縣,荊州刺史部,24,220,（24 ~ 220）,东汉
舞陽,PL000000023961,CN0410422Z28AA,中研院歷史地名 ,33.4693,113.4731,中國-河南省-平頂山市-葉縣,豫州刺史部,24,220,（24 ~ 220）,东汉
魯陽,PL000000023981,CN0410423Z15AA,中研院歷史地名 ,33.7364,112.911,中國-河南省-平頂山市-魯山縣,荊州刺史部,24,220,（24 ~ 220）,东汉
犨縣,PL000000023983,CN0410423Z17AA,中研院歷史地名 ,33.6563,113.154,中國-河南省-平頂山市-魯山縣,荊州刺史部,24,220,（24 ~ 220）,东汉
郟縣,PL000000024001,CN0410425Z12AA,中研院歷史地名 ,33.9713,113.2125,中國-河南省-平頂山市-郟縣,豫州刺史部,24,220,（24 ~ 220）,东汉
西平,PL000000024006,CN0410481Z01AA,中研院歷史地名 ,33.39,113.6643,中國-河南省-平頂山市-舞鋼市,豫州刺史部,24,220,（24 ~ 220）,东汉
梁縣,PL000000024050,CN0410482Z31AA,中研院歷史地名 ,34.1592,112.7798,中國-河南省-平頂山市-汝州市,司隸校尉部,24,220,（24 ~ 220）,东汉
蕩陰,PL000000024125,CN0410523Z14AA,中研院歷史地名 ,35.9248,114.362,中國-河南省-安陽市-湯陰縣,司隸校尉部,24,220,（24 ~ 220）,东汉
白馬,PL000000024146,CN0410526Z13AA,中研院歷史地名 ,35.5616,114.6587,中國-河南省-安陽市-滑縣,兗州刺史部,24,220,（24 ~ 220）,东汉
燕縣,PL000000024172,CN0410526Z39AA,中研院歷史地名 ,35.272,114.413,中國-河南省-安陽市-滑縣,兗州刺史部,24,220,（24 ~ 220）,东汉
繁陽,PL000000024184,CN0410527Z07AA,中研院歷史地名 ,35.9959,114.8613,中國-河南省-安陽市-內黃縣,冀州刺史部,24,220,（24 ~ 220）,东汉
內黃,PL000000024186,CN0410527Z09AA,中研院歷史地名 ,35.9909,114.7181,中國-河南省-安陽市-內黃縣,冀州刺史部,24,220,（24 ~ 220）,东汉
林慮,PL000000024224,CN0410581Z14AA,中研院歷史地名 ,36.0681,113.8221,中國-河南省-安陽市-林州市,司隸校尉部,24,220,（24 ~ 220）,东汉
黎陽,PL000000024251,CN0410621Z20AA,中研院歷史地名 ,35.6643,114.5877,中國-河南省-鶴壁市-浚縣,冀州刺史部,24,220,（24 ~ 220）,东汉
朝歌,PL000000024280,CN0410622Z09AA,中研院歷史地名 ,35.6057,114.2037,中國-河南省-鶴壁市-淇縣,司隸校尉部,24,220,（24 ~ 220）,东汉
獲嘉,PL000000024296,CN0410721Z02AA,中研院歷史地名 ,35.2931,113.8182,中國-河南省-新鄉市-新鄉縣,司隸校尉部,24,220,（24 ~ 220）,东汉
修武,PL000000024317,CN0410724Z13AA,中研院歷史地名 ,35.2674,113.6695,中國-河南省-新鄉市-獲嘉縣,司隸校尉部,24,220,（24 ~ 220）,东汉
酸棗,PL000000024324,CN0410725Z04AA,中研院歷史地名 ,35.1187,114.118,中國-河南省-新鄉市-原陽縣,兗州刺史部,24,220,（24 ~ 220）,东汉
原武,PL000000024335,CN0410725Z15AA,中研院歷史地名 ,35.0512,113.9722,中國-河南省-新鄉市-原陽縣,司隸校尉部,24,220,（24 ~ 220）,东汉
卷縣,PL000000024338,CN0410725Z18AA,中研院歷史地名 ,35.0475,113.7516,中國-河南省-新鄉市-原陽縣,司隸校尉部,24,220,（24 ~ 220）,东汉
陽武,PL000000024354,CN0410725Z34AA,中研院歷史地名 ,34.994,114.0705,中國-河南省-新鄉市-原陽縣,司隸校尉部,24,220,（24 ~ 220）,东汉
平丘,PL000000024400,CN0410727Z08AA,中研院歷史地名 ,35.0465,114.6041,中國-河南省-新鄉市-封丘縣,兗州刺史部,24,220,（24 ~ 220）,东汉
封丘,PL000000024417,CN0410727Z25AA,中研院歷史地名 ,34.9909,114.3304,中國-河南省-新鄉市-封丘縣,兗州刺史部,24,220,（24 ~ 220）,东汉
長垣,PL000000024439,CN0410728Z11AA,中研院歷史地名 ,35.2285,114.7482,中國-河南省-新鄉市-長垣縣,兗州刺史部,24,220,（24 ~ 220）,东汉
汲縣,PL000000024483,CN0410781Z22AA,中研院歷史地名 ,35.37,113.9849,中國-河南省-新鄉市-衛輝市,司隸校尉部,24,220,（24 ~ 220）,东汉
共縣,PL000000024505,CN0410782Z14AA,中研院歷史地名 ,35.458,113.8034,中國-河南省-新鄉市-輝縣市,司隸校尉部,24,220,（24 ~ 220）,东汉
山陽,PL000000024517,CN0410811Z01AA,中研院歷史地名 ,35.2343,113.2927,中國-河南省-焦作市-山陽區,司隸校尉部,24,220,（24 ~ 220）,东汉
武德,PL000000024551,CN0410823Z09AA,中研院歷史地名 ,35.0862,113.4932,中國-河南省-焦作市-武陟縣,司隸校尉部,24,220,（24 ~ 220）,东汉
懷縣,PL000000024558,CN0410823Z16AA,中研院歷史地名 ,35.0553,113.3349,中國-河南省-焦作市-武陟縣,司隸校尉部,24,220,（24 ~ 220）,东汉
州縣,PL000000024573,CN0410825Z01AA,中研院歷史地名 ,35.0296,113.1693,中國-河南省-焦作市-溫縣,司隸校尉部,24,220,（24 ~ 220）,东汉
平皋,PL000000024584,CN0410825Z12AA,中研院歷史地名 ,34.9613,113.1906,中國-河南省-焦作市-溫縣,司隸校尉部,24,220,（24 ~ 220）,东汉
溫縣,PL000000024597,CN0410825Z25AA,中研院歷史地名 ,34.9078,112.9535,中國-河南省-焦作市-溫縣,司隸校尉部,24,220,（24 ~ 220）,东汉
沁水,PL000000024612,CN0410881Z07AA,中研院歷史地名 ,35.1239,112.6976,中國-河南省-省直轄縣級行政區劃-濟源市,司隸校尉部,24,220,（24 ~ 220）,东汉
波縣,PL000000024631,CN0410881Z26AA,中研院歷史地名 ,35.0536,112.7264,中國-河南省-省直轄縣級行政區劃-濟源市,司隸校尉部,24,220,（24 ~ 220）,东汉
軹縣,PL000000024634,CN0410881Z29AA,中研院歷史地名 ,35.0384,112.5984,中國-河南省-省直轄縣級行政區劃-濟源市,司隸校尉部,24,220,（24 ~ 220）,东汉
野王,PL000000024676,CN0410882Z23AA,中研院歷史地名 ,35.0886,112.9462,中國-河南省-焦作市-沁陽市,司隸校尉部,24,220,（24 ~ 220）,东汉
陰安,PL000000024733,CN0410922Z03AA,中研院歷史地名 ,36.021,115.1022,中國-河南省-濮陽市-清豐縣,冀州刺史部,24,220,（24 ~ 220）,东汉
頓丘,PL000000024749,CN0410922Z19AA,中研院歷史地名 ,35.8791,115.0188,中國-河南省-濮陽市-清豐縣,兗州刺史部,24,220,（24 ~ 220）,东汉
衛國,PL000000024752,CN0410922Z22AA,中研院歷史地名 ,35.876,115.1488,中國-河南省-濮陽市-清豐縣,兗州刺史部,24,220,（24 ~ 220）,东汉
濮陽,PL000000024800,CN0410928Z07AA,中研院歷史地名 ,35.6131,114.9814,中國-河南省-濮陽市-濮陽縣,兗州刺史部,24,220,（24 ~ 220）,东汉
離狐,PL000000024816,CN0410928Z23AA,中研院歷史地名 ,35.4537,115.1463,中國-河南省-濮陽市-濮陽縣,兗州刺史部,24,220,（24 ~ 220）,东汉
潁陰,PL000000024839,CN0411002Z14AA,中研院歷史地名 ,34.0306,113.8288,中國-河南省-許昌市-魏都區,,24,220,（24 ~ 220）,东汉
鄢陵,PL000000024860,CN0411024Z03AA,中研院歷史地名 ,34.1746,114.1603,中國-河南省-許昌市-鄢陵縣,豫州刺史部,24,220,（24 ~ 220）,东汉
潁陽,PL000000024878,CN0411025Z01AA,中研院歷史地名 ,33.9742,113.6178,中國-河南省-許昌市-襄城縣,豫州刺史部,24,220,（24 ~ 220）,东汉
襄城,PL000000024897,CN0411025Z20AA,中研院歷史地名 ,33.8529,113.4814,中國-河南省-許昌市-襄城縣,豫州刺史部,24,220,（24 ~ 220）,东汉
陽翟,PL000000024925,CN0411081Z19AA,中研院歷史地名 ,34.1617,113.4762,中國-河南省-許昌市-禹州市,豫州刺史部,24,220,（24 ~ 220）,东汉
長社,PL000000024930,CN0411082Z04AA,中研院歷史地名 ,34.2393,113.862,中國-河南省-許昌市-長葛市,豫州刺史部,24,220,（24 ~ 220）,东汉
召陵,PL000000024958,CN0411103Z06AA,中研院歷史地名 ,33.6011,114.1636,中國-河南省-漯河市-郾城區,豫州刺史部,24,220,（24 ~ 220）,东汉
郾縣,PL000000024967,CN0411103Z15AA,中研院歷史地名 ,33.5713,113.9842,中國-河南省-漯河市-郾城區,豫州刺史部,24,220,（24 ~ 220）,东汉
定陵,PL000000024985,CN0411121Z07AA,中研院歷史地名 ,33.6135,113.6892,中國-河南省-漯河市-舞陽縣,豫州刺史部,24,220,（24 ~ 220）,东汉
臨潁,PL000000025005,CN0411122Z09AA,中研院歷史地名 ,33.8477,113.9078,中國-河南省-漯河市-臨潁縣,豫州刺史部,24,220,（24 ~ 220）,东汉
㶏强,PL000000025014,CN0411122Z18AA,中研院歷史地名 ,33.7808,114.1093,中國-河南省-漯河市-臨潁縣,豫州刺史部,24,220,（24 ~ 220）,东汉
陝縣,PL000000025032,CN0411202Z06AA,中研院歷史地名 ,34.7871,111.143,中國-河南省-三門峽市-湖濱區,司隸校尉部,24,220,（24 ~ 220）,东汉
黽池,PL000000025056,CN0411221Z08AA,中研院歷史地名 ,34.7624,111.6695,中國-河南省-三門峽市-澠池縣,司隸校尉部,24,220,（24 ~ 220）,东汉
盧氏,PL000000025091,CN0411224Z13AA,中研院歷史地名 ,34.052,111.0499,中國-河南省-三門峽市-盧氏縣,司隸校尉部,24,220,（24 ~ 220）,东汉
新安,PL000000025100,CN0411281Z02AA,中研院歷史地名 ,34.755,111.8295,中國-河南省-三門峽市-義馬市,司隸校尉部,24,220,（24 ~ 220）,东汉
弘農,PL000000025131,CN0411282Z16AA,中研院歷史地名 ,34.6474,110.9064,中國-河南省-三門峽市-靈寶市,司隸校尉部,24,220,（24 ~ 220）,东汉
湖縣,PL000000025161,CN0411282Z46AA,中研院歷史地名 ,34.5647,110.6424,中國-河南省-三門峽市-靈寶市,司隸校尉部,24,220,（24 ~ 220）,东汉
宛縣,PL000000025218,CN0411302Z18AA,中研院歷史地名 ,33.001,112.5444,中國-河南省-南陽市-宛城區,荊州刺史部,24,220,（24 ~ 220）,东汉
棘陽,PL000000025234,CN0411302Z34AA,中研院歷史地名 ,32.806,112.5794,中國-河南省-南陽市-宛城區,荊州刺史部,24,220,（24 ~ 220）,东汉
育陽,PL000000025248,CN0411303Z10AA,中研院歷史地名 ,32.7122,112.4703,中國-河南省-南陽市-臥龍區,荊州刺史部,24,220,（24 ~ 220）,东汉
西鄂,PL000000025254,CN0411303Z16AA,中研院歷史地名 ,33.1663,112.6276,中國-河南省-南陽市-臥龍區,荊州刺史部,24,220,（24 ~ 220）,东汉
雉縣,PL000000025268,CN0411321Z06AA,中研院歷史地名 ,33.3369,112.6264,中國-河南省-南陽市-南召縣,荊州刺史部,24,220,（24 ~ 220）,东汉
堵陽,PL000000025289,CN0411322Z09AA,中研院歷史地名 ,33.2567,113.0552,中國-河南省-南陽市-方城縣,荊州刺史部,24,220,（24 ~ 220）,东汉
博望,PL000000025294,CN0411322Z14AA,中研院歷史地名 ,33.1771,112.731,中國-河南省-南陽市-方城縣,荊州刺史部,24,220,（24 ~ 220）,东汉
析縣,PL000000025318,CN0411323Z14AA,中研院歷史地名 ,33.3001,111.4835,中國-河南省-南陽市-西峽縣,荊州刺史部,24,220,（24 ~ 220）,东汉
酈國,PL000000025331,CN0411325Z04AA,中研院歷史地名 ,33.1107,111.8402,中國-河南省-南陽市-內鄉縣,荊州刺史部,24,220,（24 ~ 220）,东汉
丹水,PL000000025351,CN0411326Z09AA,中研院歷史地名 ,33.0838,111.2422,中國-河南省-南陽市-淅川縣,荊州刺史部,24,220,（24 ~ 220）,东汉
南鄉,PL000000025370,CN0411326Z28AA,中研院歷史地名 ,32.9353,111.41,中國-河南省-南陽市-淅川縣,荊州刺史部,24,220,（24 ~ 220）,东汉
順陽,PL000000025375,CN0411326Z33AA,中研院歷史地名 ,32.9235,111.5678,中國-河南省-南陽市-淅川縣,荊州刺史部,24,220,（24 ~ 220）,东汉
湖陽,PL000000025416,CN0411328Z24AA,中研院歷史地名 ,32.4152,112.7486,中國-河南省-南陽市-唐河縣,荊州刺史部,24,220,（24 ~ 220）,东汉
新野,PL000000025431,CN0411329Z11AA,中研院歷史地名 ,32.5241,112.3673,中國-河南省-南陽市-新野縣,荊州刺史部,24,220,（24 ~ 220）,东汉
平氏,PL000000025438,CN0411330Z03AA,中研院歷史地名 ,32.5311,113.0934,中國-河南省-南陽市-桐柏縣,荊州刺史部,24,220,（24 ~ 220）,东汉
復陽,PL000000025452,CN0411330Z17AA,中研院歷史地名 ,32.3977,113.3252,中國-河南省-南陽市-桐柏縣,荊州刺史部,24,220,（24 ~ 220）,东汉
涅陽,PL000000025478,CN0411381Z14AA,中研院歷史地名 ,32.8096,112.2828,中國-河南省-南陽市-鄧州市,荊州刺史部,24,220,（24 ~ 220）,东汉
冠軍,PL000000025483,CN0411381Z19AA,中研院歷史地名 ,32.7898,111.9384,中國-河南省-南陽市-鄧州市,荊州刺史部,24,220,（24 ~ 220）,东汉
安眾,PL000000025489,CN0411381Z25AA,中研院歷史地名 ,32.7326,112.26,中國-河南省-南陽市-鄧州市,荊州刺史部,24,220,（24 ~ 220）,东汉
穰縣,PL000000025504,CN0411381Z40AA,中研院歷史地名 ,32.6841,112.0899,中國-河南省-南陽市-鄧州市,荊州刺史部,24,220,（24 ~ 220）,东汉
朝陽,PL000000025513,CN0411381Z49AA,中研院歷史地名 ,32.4358,112.2943,中國-河南省-南陽市-鄧州市,荊州刺史部,24,220,（24 ~ 220）,东汉
蒙縣,PL000000025521,CN0411402Z03AA,中研院歷史地名 ,34.4777,115.6717,中國-河南省-商丘市-梁園區,豫州刺史部,24,220,（24 ~ 220）,东汉
睢陽,PL000000025547,CN0411403Z11AA,中研院歷史地名 ,34.3648,115.6295,中國-河南省-商丘市-睢陽區,豫州刺史部,24,220,（24 ~ 220）,东汉
外黃,PL000000025576,CN0411421Z03AA,中研院歷史地名 ,34.7377,114.9747,中國-河南省-商丘市-民權縣,兗州刺史部,24,220,（24 ~ 220）,东汉
考城,PL000000025589,CN0411421Z16AA,中研院歷史地名 ,34.6713,115.3851,中國-河南省-商丘市-民權縣,兗州刺史部,24,220,（24 ~ 220）,东汉
