fuzzy_nm,input_nm_trad,input_x_coord,input_year_beg,input_year_end,input_id,input_y_coord,input_dynasty,match,fuzzy_out_x_coord_match,fuzzy_out_y_coord_match,out_beg_match,out_end_match,out_year_overlap,out_content_match_strength
延城,延城,82.9727,24.0,220.0,PL000000047820,41.7175,东汉,not_found,False,False,False,False,,0
溫宿,溫宿,79.2369,24.0,220.0,PL000000047845,41.2154,东汉,not_found,False,False,False,False,,0
疏勒,疏勒,75.9933,24.0,220.0,PL000000047895,39.4687,东汉,not_found,False,False,False,False,,0
莎車,莎車,77.2585,24.0,220.0,PL000000047917,38.416,东汉,not_found,False,False,False,False,,0
寧彌,寧彌,81.8028,24.0,220.0,PL000000048042,36.8876,东汉,not_found,False,False,False,False,,0
精絕,精絕,82.7236,24.0,220.0,PL000000048052,38.02,东汉,not_found,False,False,False,False,,0
屯有,屯有,125.7989,24.0,220.0,PL000000048519,38.6948,东汉,not_found,False,False,False,False,,0
含資,含資,126.17399999999999,24.0,220.0,PL000000048527,38.4702,东汉,not_found,False,False,False,False,,0
帶方,帶方,125.7711,24.0,220.0,PL000000048534,38.4701,东汉,not_found,False,False,False,False,,0
昭明,昭明,125.4346,24.0,220.0,PL000000048544,38.3249,东汉,not_found,False,False,False,False,,0
列口,列口,125.2003,24.0,220.0,PL000000048549,38.5243,东汉,not_found,False,False,False,False,,0
番汗,番汗,125.6226,24.0,220.0,PL000000048560,39.6732,东汉,not_found,False,False,False,False,,0
增地,增地,125.6406,24.0,220.0,PL000000048567,39.5349,东汉,not_found,False,False,False,False,,0
逐城,逐城,125.3361,24.0,220.0,PL000000048574,38.9745,东汉,not_found,False,False,False,False,,0
占蟬,占蟬,125.3543,24.0,220.0,PL000000048584,38.8494,东汉,not_found,False,False,False,False,,0
朝鮮,朝鮮,125.7221,24.0,220.0,PL000000048594,38.9596,东汉,not_found,False,False,False,False,,0
龍城,龍城,102.6047,24.0,220.0,PL000000049167,47.5246,东汉,not_found,False,False,False,False,,0
望海,望海,105.9569,24.0,220.0,PL000000055145,21.2626,东汉,not_found,False,False,False,False,,0
苟漏,苟漏,105.5792,24.0,220.0,PL000000055164,21.0733,东汉,not_found,False,False,False,False,,0
龍編,龍編,106.1001,24.0,220.0,PL000000055174,21.1113,东汉,not_found,False,False,False,False,,0
羸,羸 ,105.7783,24.0,220.0,PL000000055207,21.0641,东汉,not_found,False,False,False,False,,0
朱,朱,105.8943,24.0,220.0,PL000000055227,20.8585,东汉,not_found,False,False,False,False,,0
西于,西于,105.7624,24.0,220.0,PL000000055243,21.1332,东汉,not_found,False,False,False,False,,0
麊泠,麊泠,105.6568,24.0,220.0,PL000000055247,21.1843,东汉,not_found,False,False,False,False,,0
封溪,封溪,105.7183,24.0,220.0,PL000000055248,21.1922,东汉,not_found,False,False,False,False,,0
居風,居風,105.7656,24.0,220.0,PL000000055262,19.9404,东汉,not_found,False,False,False,False,,0
無編,無編,105.7052,24.0,220.0,PL000000055281,19.5432,东汉,not_found,False,False,False,False,,0
胥浦,胥浦,105.7254,24.0,220.0,PL000000055284,19.8715,东汉,not_found,False,False,False,False,,0
咸懽,咸懽,105.4991,24.0,220.0,PL000000055334,18.9846,东汉,not_found,False,False,False,False,,0
朱吾,朱吾,106.615,24.0,220.0,PL000000055359,17.3565,东汉,not_found,False,False,False,False,,0
比景,比景,106.4325,24.0,220.0,PL000000055362,17.6789,东汉,not_found,False,False,False,False,,0
西卷,西卷,107.1324,24.0,220.0,PL000000055371,16.773,东汉,not_found,False,False,False,False,,0
盧容,盧容,107.5677,24.0,220.0,PL000000055376,16.5016,东汉,not_found,False,False,False,False,,0
