fuzzy_nm,tgaz_prnt_py,tgaz_type_py,tgaz_x_coord,tgaz_beg,tgaz_pres_loc,tgaz_prnt_id,tgaz_end,tgaz_type_ch,tgaz_obj_type,tgaz_data_source,tgaz_nm_simp,tgaz_y_coord,tgaz_nm_py,tgaz_prnt_sysid,tgaz_sys_id,tgaz_nm_trad,tgaz_prnt_simp,input_nm_trad,input_dynasty,input_y_coord,input_x_coord,input_year_beg,input_year_end,input_id,match,fuzzy_out_x_coord_match,fuzzy_out_y_coord_match,out_beg_match,out_end_match,out_year_overlap,out_content_match_strength
定陶,,,,,,,,,,,,,,,,,,定陶,东汉,35.1057,115.5676,24.0,220.0,PL000000022983,not_found,False,False,False,False,,0
中牟,,,,,,,,,,,,,,,,,,中牟,东汉,34.7493,114.0787,24.0,220.0,PL000000023115,not_found,False,False,False,False,,0
鞏縣,,,,,,,,,,,,,,,,,,鞏縣,东汉,34.7331,112.9151,24.0,220.0,PL000000023135,not_found,False,False,False,False,,0
緱氏,,,,,,,,,,,,,,,,,,緱氏,东汉,34.5912,112.9048,24.0,220.0,PL000000023149,not_found,False,False,False,False,,0
成皋,,,,,,,,,,,,,,,,,,成皋,东汉,34.8533,113.2015,24.0,220.0,PL000000023176,not_found,False,False,False,False,,0
滎陽,,,,,,,,,,,,,,,,,,滎陽,东汉,34.853,113.4659,24.0,220.0,PL000000023178,not_found,False,False,False,False,,0
京縣,,,,,,,,,,,,,,,,,,京縣,东汉,34.6868,113.441,24.0,220.0,PL000000023200,not_found,False,False,False,False,,0
密縣,,,,,,,,,,,,,,,,,,密縣,东汉,34.4541,113.5429,24.0,220.0,PL000000023223,not_found,False,False,False,False,,0
苑陵,,,,,,,,,,,,,,,,,,苑陵,东汉,34.4645,113.881,24.0,220.0,PL000000023232,not_found,False,False,False,False,,0
新鄭,,,,,,,,,,,,,,,,,,新鄭,东汉,34.3966,113.7282,24.0,220.0,PL000000023244,not_found,False,False,False,False,,0
陽城,,,,,,,,,,,,,,,,,,陽城,东汉,34.4145,113.1655,24.0,220.0,PL000000023281,not_found,False,False,False,False,,0
輪氏,,,,,,,,,,,,,,,,,,輪氏,东汉,34.4106,112.7474,24.0,220.0,PL000000023287,not_found,False,False,False,False,,0
浚儀,,,,,,,,,,,,,,,,,,浚儀,东汉,34.7847,114.3525,24.0,220.0,PL000000023336,not_found,False,False,False,False,,0
雍丘,,,,,,,,,,,,,,,,,,雍丘,东汉,34.5527,114.7837,24.0,220.0,PL000000023363,not_found,False,False,False,False,,0
圉縣,,,,,,,,,,,,,,,,,,圉縣,东汉,34.324,114.7075,24.0,220.0,PL000000023375,not_found,False,False,False,False,,0
尉氏,,,,,,,,,,,,,,,,,,尉氏,东汉,34.4127,114.1899,24.0,220.0,PL000000023394,not_found,False,False,False,False,,0
小黃,,,,,,,,,,,,,,,,,,小黃,东汉,34.8081,114.5305,24.0,220.0,PL000000023430,not_found,False,False,False,False,,0
陳留,,,,,,,,,,,,,,,,,,陳留,东汉,34.6618,114.5337,24.0,220.0,PL000000023448,not_found,False,False,False,False,,0
開封,,,,,,,,,,,,,,,,,,開封,东汉,34.5877,114.2854,24.0,220.0,PL000000023463,not_found,False,False,False,False,,0
濟陽,,,,,,,,,,,,,,,,,,濟陽,东汉,34.966,114.9677,24.0,220.0,PL000000023477,not_found,False,False,False,False,,0
東昏,,,,,,,,,,,,,,,,,,東昏,东汉,34.902,114.8235,24.0,220.0,PL000000023488,not_found,False,False,False,False,,0
河南,,,,,,,,,,,,,,,,,,河南,东汉,34.6646,112.3918,24.0,220.0,PL000000023620,not_found,False,False,False,False,,0
河陽,,,,,,,,,,,,,,,,,,河陽,东汉,34.9027,112.5997,24.0,220.0,PL000000023689,not_found,False,False,False,False,,0
平陰,,,,,,,,,,,,,,,,,,平陰,东汉,34.8916,112.4751,24.0,220.0,PL000000023694,not_found,False,False,False,False,,0
陸渾,,,,,,,,,,,,,,,,,,陸渾,东汉,34.2945,112.2116,24.0,220.0,PL000000023740,not_found,False,False,False,False,,0
宜陽,,,,,,,,,,,,,,,,,,宜陽,东汉,34.5126,111.9618,24.0,220.0,PL000000023774,not_found,False,False,False,False,,0
新城,,,,,,,,,,,,,,,,,,新城,东汉,34.3788,112.3761,24.0,220.0,PL000000023852,not_found,False,False,False,False,,0
平縣,,,,,,,,,,,,,,,,,,平縣,东汉,34.8009,112.6825,24.0,220.0,PL000000023879,not_found,False,False,False,False,,0
偃師,,,,,,,,,,,,,,,,,,偃師,东汉,34.719,112.8145,24.0,220.0,PL000000023888,not_found,False,False,False,False,,0
父城,,,,,,,,,,,,,,,,,,父城,东汉,33.8199,113.2669,24.0,220.0,PL000000023929,not_found,False,False,False,False,,0
昆陽,,,,,,,,,,,,,,,,,,昆陽,东汉,33.6225,113.3546,24.0,220.0,PL000000023943,not_found,False,False,False,False,,0
葉縣,,,,,,,,,,,,,,,,,,葉縣,东汉,33.4949,113.2975,24.0,220.0,PL000000023952,not_found,False,False,False,False,,0
舞陽,,,,,,,,,,,,,,,,,,舞陽,东汉,33.4693,113.4731,24.0,220.0,PL000000023961,not_found,False,False,False,False,,0
魯陽,,,,,,,,,,,,,,,,,,魯陽,东汉,33.7364,112.911,24.0,220.0,PL000000023981,not_found,False,False,False,False,,0
犨縣,,,,,,,,,,,,,,,,,,犨縣,东汉,33.6563,113.154,24.0,220.0,PL000000023983,not_found,False,False,False,False,,0
郟縣,,,,,,,,,,,,,,,,,,郟縣,东汉,33.9713,113.2125,24.0,220.0,PL000000024001,not_found,False,False,False,False,,0
梁縣,,,,,,,,,,,,,,,,,,梁縣,东汉,34.1592,112.7798,24.0,220.0,PL000000024050,not_found,False,False,False,False,,0
蕩陰,,,,,,,,,,,,,,,,,,蕩陰,东汉,35.9248,114.36200000000001,24.0,220.0,PL000000024125,not_found,False,False,False,False,,0
白馬,,,,,,,,,,,,,,,,,,白馬,东汉,35.5616,114.6587,24.0,220.0,PL000000024146,not_found,False,False,False,False,,0
燕縣,,,,,,,,,,,,,,,,,,燕縣,东汉,35.272,114.413,24.0,220.0,PL000000024172,not_found,False,False,False,False,,0
繁陽,,,,,,,,,,,,,,,,,,繁陽,东汉,35.9959,114.8613,24.0,220.0,PL000000024184,not_found,False,False,False,False,,0
內黃,,,,,,,,,,,,,,,,,,內黃,东汉,35.9909,114.7181,24.0,220.0,PL000000024186,not_found,False,False,False,False,,0
林慮,,,,,,,,,,,,,,,,,,林慮,东汉,36.0681,113.8221,24.0,220.0,PL000000024224,not_found,False,False,False,False,,0
黎陽,,,,,,,,,,,,,,,,,,黎陽,东汉,35.6643,114.5877,24.0,220.0,PL000000024251,not_found,False,False,False,False,,0
朝歌,,,,,,,,,,,,,,,,,,朝歌,东汉,35.6057,114.2037,24.0,220.0,PL000000024280,not_found,False,False,False,False,,0
獲嘉,,,,,,,,,,,,,,,,,,獲嘉,东汉,35.2931,113.8182,24.0,220.0,PL000000024296,not_found,False,False,False,False,,0
修武,,,,,,,,,,,,,,,,,,修武,东汉,35.2674,113.6695,24.0,220.0,PL000000024317,not_found,False,False,False,False,,0
酸棗,,,,,,,,,,,,,,,,,,酸棗,东汉,35.1187,114.118,24.0,220.0,PL000000024324,not_found,False,False,False,False,,0
原武,,,,,,,,,,,,,,,,,,原武,东汉,35.0512,113.9722,24.0,220.0,PL000000024335,not_found,False,False,False,False,,0
卷縣,,,,,,,,,,,,,,,,,,卷縣,东汉,35.0475,113.7516,24.0,220.0,PL000000024338,not_found,False,False,False,False,,0
陽武,,,,,,,,,,,,,,,,,,陽武,东汉,34.994,114.0705,24.0,220.0,PL000000024354,not_found,False,False,False,False,,0
平丘,,,,,,,,,,,,,,,,,,平丘,东汉,35.0465,114.6041,24.0,220.0,PL000000024400,not_found,False,False,False,False,,0
封丘,,,,,,,,,,,,,,,,,,封丘,东汉,34.9909,114.3304,24.0,220.0,PL000000024417,not_found,False,False,False,False,,0
長垣,,,,,,,,,,,,,,,,,,長垣,东汉,35.2285,114.7482,24.0,220.0,PL000000024439,not_found,False,False,False,False,,0
汲縣,,,,,,,,,,,,,,,,,,汲縣,东汉,35.37,113.9849,24.0,220.0,PL000000024483,not_found,False,False,False,False,,0
共縣,,,,,,,,,,,,,,,,,,共縣,东汉,35.458,113.8034,24.0,220.0,PL000000024505,not_found,False,False,False,False,,0
山陽,,,,,,,,,,,,,,,,,,山陽,东汉,35.2343,113.2927,24.0,220.0,PL000000024517,not_found,False,False,False,False,,0
武德,,,,,,,,,,,,,,,,,,武德,东汉,35.0862,113.4932,24.0,220.0,PL000000024551,not_found,False,False,False,False,,0
懷縣,,,,,,,,,,,,,,,,,,懷縣,东汉,35.0553,113.3349,24.0,220.0,PL000000024558,not_found,False,False,False,False,,0
州縣,,,,,,,,,,,,,,,,,,州縣,东汉,35.0296,113.1693,24.0,220.0,PL000000024573,not_found,False,False,False,False,,0
平皋,,,,,,,,,,,,,,,,,,平皋,东汉,34.9613,113.1906,24.0,220.0,PL000000024584,not_found,False,False,False,False,,0
溫縣,,,,,,,,,,,,,,,,,,溫縣,东汉,34.9078,112.9535,24.0,220.0,PL000000024597,not_found,False,False,False,False,,0
沁水,,,,,,,,,,,,,,,,,,沁水,东汉,35.1239,112.6976,24.0,220.0,PL000000024612,not_found,False,False,False,False,,0
波縣,,,,,,,,,,,,,,,,,,波縣,东汉,35.0536,112.7264,24.0,220.0,PL000000024631,not_found,False,False,False,False,,0
軹縣,,,,,,,,,,,,,,,,,,軹縣,东汉,35.0384,112.5984,24.0,220.0,PL000000024634,not_found,False,False,False,False,,0
野王,,,,,,,,,,,,,,,,,,野王,东汉,35.0886,112.9462,24.0,220.0,PL000000024676,not_found,False,False,False,False,,0
陰安,,,,,,,,,,,,,,,,,,陰安,东汉,36.021,115.1022,24.0,220.0,PL000000024733,not_found,False,False,False,False,,0
頓丘,,,,,,,,,,,,,,,,,,頓丘,东汉,35.8791,115.0188,24.0,220.0,PL000000024749,not_found,False,False,False,False,,0
衛國,,,,,,,,,,,,,,,,,,衛國,东汉,35.876,115.1488,24.0,220.0,PL000000024752,not_found,False,False,False,False,,0
濮陽,,,,,,,,,,,,,,,,,,濮陽,东汉,35.6131,114.9814,24.0,220.0,PL000000024800,not_found,False,False,False,False,,0
離狐,,,,,,,,,,,,,,,,,,離狐,东汉,35.4537,115.1463,24.0,220.0,PL000000024816,not_found,False,False,False,False,,0
潁陰,,,,,,,,,,,,,,,,,,潁陰,东汉,34.0306,113.8288,24.0,220.0,PL000000024839,not_found,False,False,False,False,,0
鄢陵,,,,,,,,,,,,,,,,,,鄢陵,东汉,34.1746,114.1603,24.0,220.0,PL000000024860,not_found,False,False,False,False,,0
潁陽,,,,,,,,,,,,,,,,,,潁陽,东汉,33.9742,113.6178,24.0,220.0,PL000000024878,not_found,False,False,False,False,,0
襄城,,,,,,,,,,,,,,,,,,襄城,东汉,33.8529,113.4814,24.0,220.0,PL000000024897,not_found,False,False,False,False,,0
陽翟,,,,,,,,,,,,,,,,,,陽翟,东汉,34.1617,113.4762,24.0,220.0,PL000000024925,not_found,False,False,False,False,,0
長社,,,,,,,,,,,,,,,,,,長社,东汉,34.2393,113.86200000000001,24.0,220.0,PL000000024930,not_found,False,False,False,False,,0
召陵,,,,,,,,,,,,,,,,,,召陵,东汉,33.6011,114.1636,24.0,220.0,PL000000024958,not_found,False,False,False,False,,0
郾縣,,,,,,,,,,,,,,,,,,郾縣,东汉,33.5713,113.9842,24.0,220.0,PL000000024967,not_found,False,False,False,False,,0
定陵,,,,,,,,,,,,,,,,,,定陵,东汉,33.6135,113.6892,24.0,220.0,PL000000024985,not_found,False,False,False,False,,0
臨潁,,,,,,,,,,,,,,,,,,臨潁,东汉,33.8477,113.9078,24.0,220.0,PL000000025005,not_found,False,False,False,False,,0
㶏强,,,,,,,,,,,,,,,,,,㶏强,东汉,33.7808,114.1093,24.0,220.0,PL000000025014,not_found,False,False,False,False,,0
陝縣,,,,,,,,,,,,,,,,,,陝縣,东汉,34.7871,111.14299999999999,24.0,220.0,PL000000025032,not_found,False,False,False,False,,0
黽池,,,,,,,,,,,,,,,,,,黽池,东汉,34.7624,111.6695,24.0,220.0,PL000000025056,not_found,False,False,False,False,,0
盧氏,,,,,,,,,,,,,,,,,,盧氏,东汉,34.052,111.0499,24.0,220.0,PL000000025091,not_found,False,False,False,False,,0
新安,,,,,,,,,,,,,,,,,,新安,东汉,34.755,111.8295,24.0,220.0,PL000000025100,not_found,False,False,False,False,,0
弘農,,,,,,,,,,,,,,,,,,弘農,东汉,34.6474,110.9064,24.0,220.0,PL000000025131,not_found,False,False,False,False,,0
湖縣,,,,,,,,,,,,,,,,,,湖縣,东汉,34.5647,110.6424,24.0,220.0,PL000000025161,not_found,False,False,False,False,,0
宛縣,,,,,,,,,,,,,,,,,,宛縣,东汉,33.001,112.5444,24.0,220.0,PL000000025218,not_found,False,False,False,False,,0
棘陽,,,,,,,,,,,,,,,,,,棘陽,东汉,32.806,112.5794,24.0,220.0,PL000000025234,not_found,False,False,False,False,,0
育陽,,,,,,,,,,,,,,,,,,育陽,东汉,32.7122,112.4703,24.0,220.0,PL000000025248,not_found,False,False,False,False,,0
西鄂,,,,,,,,,,,,,,,,,,西鄂,东汉,33.1663,112.6276,24.0,220.0,PL000000025254,not_found,False,False,False,False,,0
雉縣,,,,,,,,,,,,,,,,,,雉縣,东汉,33.3369,112.6264,24.0,220.0,PL000000025268,not_found,False,False,False,False,,0
堵陽,,,,,,,,,,,,,,,,,,堵陽,东汉,33.2567,113.0552,24.0,220.0,PL000000025289,not_found,False,False,False,False,,0
博望,,,,,,,,,,,,,,,,,,博望,东汉,33.1771,112.73100000000001,24.0,220.0,PL000000025294,not_found,False,False,False,False,,0
析縣,,,,,,,,,,,,,,,,,,析縣,东汉,33.3001,111.4835,24.0,220.0,PL000000025318,not_found,False,False,False,False,,0
酈國,,,,,,,,,,,,,,,,,,酈國,东汉,33.1107,111.8402,24.0,220.0,PL000000025331,not_found,False,False,False,False,,0
丹水,,,,,,,,,,,,,,,,,,丹水,东汉,33.0838,111.2422,24.0,220.0,PL000000025351,not_found,False,False,False,False,,0
南鄉,,,,,,,,,,,,,,,,,,南鄉,东汉,32.9353,111.41,24.0,220.0,PL000000025370,not_found,False,False,False,False,,0
順陽,,,,,,,,,,,,,,,,,,順陽,东汉,32.9235,111.5678,24.0,220.0,PL000000025375,not_found,False,False,False,False,,0
湖陽,,,,,,,,,,,,,,,,,,湖陽,东汉,32.4152,112.7486,24.0,220.0,PL000000025416,not_found,False,False,False,False,,0
新野,,,,,,,,,,,,,,,,,,新野,东汉,32.5241,112.3673,24.0,220.0,PL000000025431,not_found,False,False,False,False,,0
平氏,,,,,,,,,,,,,,,,,,平氏,东汉,32.5311,113.0934,24.0,220.0,PL000000025438,not_found,False,False,False,False,,0
復陽,,,,,,,,,,,,,,,,,,復陽,东汉,32.3977,113.3252,24.0,220.0,PL000000025452,not_found,False,False,False,False,,0
涅陽,,,,,,,,,,,,,,,,,,涅陽,东汉,32.8096,112.2828,24.0,220.0,PL000000025478,not_found,False,False,False,False,,0
冠軍,,,,,,,,,,,,,,,,,,冠軍,东汉,32.7898,111.9384,24.0,220.0,PL000000025483,not_found,False,False,False,False,,0
安眾,,,,,,,,,,,,,,,,,,安眾,东汉,32.7326,112.26,24.0,220.0,PL000000025489,not_found,False,False,False,False,,0
穰縣,,,,,,,,,,,,,,,,,,穰縣,东汉,32.6841,112.0899,24.0,220.0,PL000000025504,not_found,False,False,False,False,,0
朝陽,,,,,,,,,,,,,,,,,,朝陽,东汉,32.4358,112.2943,24.0,220.0,PL000000025513,not_found,False,False,False,False,,0
蒙縣,,,,,,,,,,,,,,,,,,蒙縣,东汉,34.4777,115.6717,24.0,220.0,PL000000025521,not_found,False,False,False,False,,0
睢陽,,,,,,,,,,,,,,,,,,睢陽,东汉,34.3648,115.6295,24.0,220.0,PL000000025547,not_found,False,False,False,False,,0
外黃,,,,,,,,,,,,,,,,,,外黃,东汉,34.7377,114.9747,24.0,220.0,PL000000025576,not_found,False,False,False,False,,0
考城,,,,,,,,,,,,,,,,,,考城,东汉,34.6713,115.3851,24.0,220.0,PL000000025589,not_found,False,False,False,False,,0
襄邑,,,,,,,,,,,,,,,,,,襄邑,东汉,34.4296,115.0751,24.0,220.0,PL000000025608,not_found,False,False,False,False,,0
寧陵,,,,,,,,,,,,,,,,,,寧陵,东汉,34.4299,115.3628,24.0,220.0,PL000000025625,not_found,False,False,False,False,,0
己吾,,,,,,,,,,,,,,,,,,己吾,东汉,34.3467,115.2267,24.0,220.0,PL000000025631,not_found,False,False,False,False,,0
鄢縣,,,,,,,,,,,,,,,,,,鄢縣,东汉,34.2229,115.3237,24.0,220.0,PL000000025635,not_found,False,False,False,False,,0
柘縣,,,,,,,,,,,,,,,,,,柘縣,东汉,34.0983,115.3078,24.0,220.0,PL000000025644,not_found,False,False,False,False,,0
虞縣,,,,,,,,,,,,,,,,,,虞縣,东汉,34.5082,115.9073,24.0,220.0,PL000000025657,not_found,False,False,False,False,,0
穀熟,,,,,,,,,,,,,,,,,,穀熟,东汉,34.2612,115.7742,24.0,220.0,PL000000025683,not_found,False,False,False,False,,0
建平,,,,,,,,,,,,,,,,,,建平,东汉,34.0682,115.9823,24.0,220.0,PL000000025700,not_found,False,False,False,False,,0
碭縣,,,,,,,,,,,,,,,,,,碭縣,东汉,34.1675,116.416,24.0,220.0,PL000000025704,not_found,False,False,False,False,,0
臨睢,,,,,,,,,,,,,,,,,,臨睢,东汉,33.9877,116.3737,24.0,220.0,PL000000025716,not_found,False,False,False,False,,0
酇縣,,,,,,,,,,,,,,,,,,酇縣,东汉,33.9684,116.1279,24.0,220.0,PL000000025719,not_found,False,False,False,False,,0
酇縣,,,,,,,,,,,,,,,,,,酇縣,东汉,32.4896,111.5982,24.0,220.0,PL000000027292,not_found,False,False,False,False,,0
太丘,,,,,,,,,,,,,,,,,,太丘,东汉,34.061,116.3004,24.0,220.0,PL000000025736,not_found,False,False,False,False,,0
平春,,,,,,,,,,,,,,,,,,平春,东汉,32.2802,113.891,24.0,220.0,PL000000025763,not_found,False,False,False,False,,0
鄳縣,,,,,,,,,,,,,,,,,,鄳縣,东汉,32.2438,114.4243,24.0,220.0,PL000000025793,not_found,False,False,False,False,,0
西陽,,,,,,,,,,,,,,,,,,西陽,东汉,32.0087,114.8149,24.0,220.0,PL000000025828,not_found,False,False,False,False,,0
蓼縣,,,,,,,,,,,,,,,,,,蓼縣,东汉,32.3245,115.7465,24.0,220.0,PL000000025863,not_found,False,False,False,False,,0
安豐,,,,,,,,,,,,,,,,,,安豐,东汉,32.0093,115.8104,24.0,220.0,PL000000025879,not_found,False,False,False,False,,0
雩婁,,,,,,,,,,,,,,,,,,雩婁,东汉,31.8835,115.8672,24.0,220.0,PL000000025887,not_found,False,False,False,False,,0
弋陽,,,,,,,,,,,,,,,,,,弋陽,东汉,32.1573,114.9866,24.0,220.0,PL000000025894,not_found,False,False,False,False,,0
期思,,,,,,,,,,,,,,,,,,期思,东汉,32.3465,115.4896,24.0,220.0,PL000000025924,not_found,False,False,False,False,,0
褒信,,,,,,,,,,,,,,,,,,褒信,东汉,32.5682,114.9941,24.0,220.0,PL000000025930,not_found,False,False,False,False,,0
新息,,,,,,,,,,,,,,,,,,新息,东汉,32.3415,114.738,24.0,220.0,PL000000025950,not_found,False,False,False,False,,0
軑國,,,,,,,,,,,,,,,,,,軑國,东汉,32.2153,114.7446,24.0,220.0,PL000000025958,not_found,False,False,False,False,,0
軑國,,,,,,,,,,,,,,,,,,軑國,东汉,31.5072,112.4722,24.0,220.0,PL000000027517,not_found,False,False,False,False,,0
扶溝,,,,,,,,,,,,,,,,,,扶溝,东汉,34.1964,114.5591,24.0,220.0,PL000000025968,not_found,False,False,False,False,,0
新汲,,,,,,,,,,,,,,,,,,新汲,东汉,33.9766,114.3412,24.0,220.0,PL000000025981,not_found,False,False,False,False,,0
長平,,,,,,,,,,,,,,,,,,長平,东汉,33.8524,114.6093,24.0,220.0,PL000000025990,not_found,False,False,False,False,,0
西華,,,,,,,,,,,,,,,,,,西華,东汉,33.686,114.5012,24.0,220.0,PL000000026007,not_found,False,False,False,False,,0
汝陽,,,,,,,,,,,,,,,,,,汝陽,东汉,33.5952,114.5684,24.0,220.0,PL000000026018,not_found,False,False,False,False,,0
征羌,,,,,,,,,,,,,,,,,,征羌,东汉,33.5722,114.2986,24.0,220.0,PL000000026024,not_found,False,False,False,False,,0
項縣,,,,,,,,,,,,,,,,,,項縣,东汉,33.3966,115.0728,24.0,220.0,PL000000026045,not_found,False,False,False,False,,0
寧平,,,,,,,,,,,,,,,,,,寧平,东汉,33.6682,115.3264,24.0,220.0,PL000000026054,not_found,False,False,False,False,,0
宜祿,,,,,,,,,,,,,,,,,,宜祿,东汉,33.4988,115.2799,24.0,220.0,PL000000026060,not_found,False,False,False,False,,0
新平,,,,,,,,,,,,,,,,,,新平,东汉,33.8335,114.9782,24.0,220.0,PL000000026064,not_found,False,False,False,False,,0
陳縣,,,,,,,,,,,,,,,,,,陳縣,东汉,33.7331,114.8916,24.0,220.0,PL000000026082,not_found,False,False,False,False,,0
扶樂,,,,,,,,,,,,,,,,,,扶樂,东汉,34.0996,114.6667,24.0,220.0,PL000000026100,not_found,False,False,False,False,,0
陽夏,,,,,,,,,,,,,,,,,,陽夏,东汉,34.063,114.8655,24.0,220.0,PL000000026112,not_found,False,False,False,False,,0
武平,,,,,,,,,,,,,,,,,,武平,东汉,33.9444,115.2826,24.0,220.0,PL000000026121,not_found,False,False,False,False,,0
苦縣,,,,,,,,,,,,,,,,,,苦縣,东汉,33.8599,115.4905,24.0,220.0,PL000000026136,not_found,False,False,False,False,,0
南頓,,,,,,,,,,,,,,,,,,南頓,东汉,33.4442,114.8318,24.0,220.0,PL000000026155,not_found,False,False,False,False,,0
定潁,,,,,,,,,,,,,,,,,,定潁,东汉,33.4026,114.0725,24.0,220.0,PL000000026170,not_found,False,False,False,False,,0
上蔡,,,,,,,,,,,,,,,,,,上蔡,东汉,33.2554,114.235,24.0,220.0,PL000000026188,not_found,False,False,False,False,,0
平輿,,,,,,,,,,,,,,,,,,平輿,东汉,33.1639,114.5971,24.0,220.0,PL000000026201,not_found,False,False,False,False,,0
慎陽,,,,,,,,,,,,,,,,,,慎陽,东汉,32.7154,114.4116,24.0,220.0,PL000000026230,not_found,False,False,False,False,,0
安陽,,,,,,,,,,,,,,,,,,安陽,东汉,32.3352,114.3868,24.0,220.0,PL000000026247,not_found,False,False,False,False,,0
陽安,,,,,,,,,,,,,,,,,,陽安,东汉,32.9142,114.0665,24.0,220.0,PL000000026256,not_found,False,False,False,False,,0
朗陵,,,,,,,,,,,,,,,,,,朗陵,东汉,32.6762,113.992,24.0,220.0,PL000000026276,not_found,False,False,False,False,,0
舞陰,,,,,,,,,,,,,,,,,,舞陰,东汉,32.9867,113.2858,24.0,220.0,PL000000026290,not_found,False,False,False,False,,0
比陽,,,,,,,,,,,,,,,,,,比陽,东汉,32.7224,113.3281,24.0,220.0,PL000000026308,not_found,False,False,False,False,,0
北宜,,,,,,,,,,,,,,,,,,北宜春,东汉,32.8017,114.2497,24.0,220.0,PL000000026343,not_found,False,False,False,False,,0
濯陽,,,,,,,,,,,,,,,,,,濯陽,东汉,33.1655,114.1026,24.0,220.0,PL000000026354,not_found,False,False,False,False,,0
吳房,,,,,,,,,,,,,,,,,,吳房,东汉,33.147,113.9981,24.0,220.0,PL000000026367,not_found,False,False,False,False,,0
新蔡,,,,,,,,,,,,,,,,,,新蔡,东汉,32.7503,114.9829,24.0,220.0,PL000000026386,not_found,False,False,False,False,,0
沙羨,,,,,,,,,,,,,,,,,,沙羨,东汉,30.3375,114.1609,24.0,220.0,PL000000026459,not_found,False,False,False,False,,0
西陵,,,,,,,,,,,,,,,,,,西陵,东汉,30.8454,114.7722,24.0,220.0,PL000000026545,not_found,False,False,False,False,,0
下雉,,,,,,,,,,,,,,,,,,下雉,东汉,29.8167,115.3515,24.0,220.0,PL000000026595,not_found,False,False,False,False,,0
錫縣,,,,,,,,,,,,,,,,,,錫縣,东汉,32.7892,110.1587,24.0,220.0,PL000000026645,not_found,False,False,False,False,,0
上庸,,,,,,,,,,,,,,,,,,上庸,东汉,32.1998,110.1224,24.0,220.0,PL000000026704,not_found,False,False,False,False,,0
房陵,,,,,,,,,,,,,,,,,,房陵,东汉,32.0583,110.736,24.0,220.0,PL000000026759,not_found,False,False,False,False,,0
武當,,,,,,,,,,,,,,,,,,武當,东汉,32.6846,111.1517,24.0,220.0,PL000000026792,not_found,False,False,False,False,,0
夷陵,,,,,,,,,,,,,,,,,,夷陵,东汉,30.6702,111.3481,24.0,220.0,PL000000026837,not_found,False,False,False,False,,0
臨沮,,,,,,,,,,,,,,,,,,臨沮,东汉,31.1833,111.5399,24.0,220.0,PL000000026889,not_found,False,False,False,False,,0
秭歸,,,,,,,,,,,,,,,,,,秭歸,东汉,30.9989,110.7029,24.0,220.0,PL000000026934,not_found,False,False,False,False,,0
佷山,,,,,,,,,,,,,,,,,,佷山,东汉,30.4486,111.0224,24.0,220.0,PL000000026965,not_found,False,False,False,False,,0
夷道,,,,,,,,,,,,,,,,,,夷道,东汉,30.3697,111.4694,24.0,220.0,PL000000027006,not_found,False,False,False,False,,0
枝江,,,,,,,,,,,,,,,,,,枝江,东汉,30.5332,111.9056,24.0,220.0,PL000000027057,not_found,False,False,False,False,,0
襄陽,,,,,,,,,,,,,,,,,,襄陽,东汉,32.0089,112.147,24.0,220.0,PL000000027123,not_found,False,False,False,False,,0
鄧縣,,,,,,,,,,,,,,,,,,鄧縣,东汉,32.0982,112.1241,24.0,220.0,PL000000027149,not_found,False,False,False,False,,0
中盧,,,,,,,,,,,,,,,,,,中盧,东汉,31.9308,112.0698,24.0,220.0,PL000000027198,not_found,False,False,False,False,,0
筑陽,,,,,,,,,,,,,,,,,,筑陽,东汉,32.2968,111.6368,24.0,220.0,PL000000027254,not_found,False,False,False,False,,0
山都,,,,,,,,,,,,,,,,,,山都,东汉,32.1068,111.7794,24.0,220.0,PL000000027264,not_found,False,False,False,False,,0
陰縣,,,,,,,,,,,,,,,,,,陰縣,东汉,32.4618,111.6439,24.0,220.0,PL000000027306,not_found,False,False,False,False,,0
襄鄉,,,,,,,,,,,,,,,,,,襄鄉,东汉,32.2184,112.8866,24.0,220.0,PL000000027321,not_found,False,False,False,False,,0
蔡陽,,,,,,,,,,,,,,,,,,蔡陽,东汉,32.1001,112.5218,24.0,220.0,PL000000027333,not_found,False,False,False,False,,0
章陵,,,,,,,,,,,,,,,,,,章陵,东汉,32.0025,112.7602,24.0,220.0,PL000000027342,not_found,False,False,False,False,,0
邔國,,,,,,,,,,,,,,,,,,邔國,东汉,31.749000000000002,112.2757,24.0,220.0,PL000000027362,not_found,False,False,False,False,,0
宜城,,,,,,,,,,,,,,,,,,宜城,东汉,31.6664,112.2861,24.0,220.0,PL000000027381,not_found,False,False,False,False,,0
鄂縣,,,,,,,,,,,,,,,,,,鄂縣,东汉,30.4017,114.8887,24.0,220.0,PL000000027414,not_found,False,False,False,False,,0
編縣,,,,,,,,,,,,,,,,,,編縣,东汉,31.4324,112.0224,24.0,220.0,PL000000027437,not_found,False,False,False,False,,0
當陽,,,,,,,,,,,,,,,,,,當陽,东汉,30.8943,112.1335,24.0,220.0,PL000000027453,not_found,False,False,False,False,,0
南新,,,,,,,,,,,,,,,,,,南新市,东汉,31.1293,113.3342,24.0,220.0,PL000000027472,not_found,False,False,False,False,,0
雲杜,,,,,,,,,,,,,,,,,,雲杜,东汉,31.024,113.1256,24.0,220.0,PL000000027491,not_found,False,False,False,False,,0
